year,Beat,Arrest_Count,Total_Crime_Count,Arrest_Success_Rate
2005,1033,1,1,100.00
2005,421,1,1,100.00
2005,2131,3,3,100.00
2005,1112,2,2,100.00
2005,1531,1,1,100.00
2005,1231,2,2,100.00
2005,334,1,1,100.00
2005,2533,3,3,100.00
2005,2515,2,2,100.00
2005,1133,2,2,100.00
2005,1023,2,2,100.00
2005,2523,1,1,100.00
2005,1723,1,1,100.00
2005,2122,1,1,100.00
2005,123,1,1,100.00
2005,434,1,1,100.00
2005,1211,1,1,100.00
2005,935,1,1,100.00
2005,1331,1,1,100.00
2005,634,1,1,100.00
2005,314,1,1,100.00
2005,1123,1,1,100.00
2005,2333,1,1,100.00
2005,1913,1,1,100.00
2005,2233,2,2,100.00
2005,1232,1,1,100.00
2005,411,2,2,100.00
2005,1713,3,3,100.00
2005,2033,1,1,100.00
2005,1422,2,2,100.00
2005,1013,3,3,100.00
2005,2234,1,1,100.00
2005,1912,1,1,100.00
2005,223,2,2,100.00
2005,1021,6,7,85.71
2005,825,6,7,85.71
2005,1822,6,7,85.71
2005,1533,5,6,83.33
2005,323,5,6,83.33
2005,2013,3,4,75.00
2005,1522,3,4,75.00
2005,1014,3,4,75.00
2005,532,3,4,75.00
2005,512,5,7,71.43
2005,814,5,7,71.43
2005,1513,2,3,66.67
2005,815,2,3,66.67
2005,1823,2,3,66.67
2005,211,2,3,66.67
2005,723,2,3,66.67
2005,1532,2,3,66.67
2005,1125,2,3,66.67
2005,832,2,3,66.67
2005,1113,2,3,66.67
2005,1523,2,3,66.67
2005,621,2,3,66.67
2005,912,2,3,66.67
2005,1024,2,3,66.67
2005,321,2,3,66.67
2005,2422,5,8,62.50
2005,831,3,5,60.00
2005,1131,3,5,60.00
2005,933,3,5,60.00
2005,2531,4,7,57.14
2005,624,7,13,53.85
2005,431,3,6,50.00
2005,423,2,4,50.00
2005,612,2,4,50.00
2005,433,1,2,50.00
2005,524,2,4,50.00
2005,1121,2,4,50.00
2005,2513,5,10,50.00
2005,1511,1,2,50.00
2005,2221,2,4,50.00
2005,531,1,2,50.00
2005,1821,1,2,50.00
2005,714,1,2,50.00
2005,2532,3,6,50.00
2005,2511,2,4,50.00
2005,1012,4,8,50.00
2005,1311,1,2,50.00
2005,1124,1,2,50.00
2005,2512,2,4,50.00
2005,1924,1,2,50.00
2005,1213,1,2,50.00
2005,1333,1,2,50.00
2005,2514,2,4,50.00
2005,1931,1,2,50.00
2005,833,4,8,50.00
2005,1524,1,2,50.00
2005,735,2,4,50.00
2005,1122,3,6,50.00
2005,2112,1,2,50.00
2005,332,3,6,50.00
2005,2524,1,2,50.00
2005,2525,2,4,50.00
2005,2522,1,2,50.00
2005,733,2,4,50.00
2005,2232,1,2,50.00
2005,1922,1,2,50.00
2005,1132,1,2,50.00
2005,414,2,4,50.00
2005,713,3,6,50.00
2005,813,1,2,50.00
2005,2223,1,2,50.00
2005,722,1,2,50.00
2005,934,1,2,50.00
2005,1222,1,2,50.00
2005,2023,1,2,50.00
2005,313,1,2,50.00
2005,1135,1,2,50.00
2005,726,1,2,50.00
2005,1411,1,2,50.00
2005,1011,3,7,42.86
2005,2535,2,5,40.00
2005,1111,2,5,40.00
2005,331,2,5,40.00
2005,2534,2,5,40.00
2005,322,2,5,40.00
2005,2211,2,5,40.00
2005,1115,2,5,40.00
2005,631,3,8,37.50
2005,614,2,6,33.33
2005,613,1,3,33.33
2005,522,1,3,33.33
2005,413,1,3,33.33
2005,724,1,3,33.33
2005,222,2,6,33.33
2005,1831,1,3,33.33
2005,812,1,3,33.33
2005,914,1,3,33.33
2005,324,1,3,33.33
2005,2212,1,3,33.33
2005,2124,1,3,33.33
2005,2213,1,3,33.33
2005,715,1,3,33.33
2005,731,1,3,33.33
2005,932,1,3,33.33
2005,823,1,3,33.33
2005,422,1,3,33.33
2005,911,1,3,33.33
2005,1421,1,3,33.33
2005,734,1,3,33.33
2005,523,4,13,30.77
2005,834,4,14,28.57
2005,424,1,4,25.00
2005,432,1,4,25.00
2005,632,1,4,25.00
2005,2113,1,4,25.00
2005,711,1,4,25.00
2005,511,1,4,25.00
2005,712,1,4,25.00
2005,822,1,4,25.00
2005,333,1,5,20.00
2005,233,1,5,20.00
2005,1631,1,5,20.00
2005,835,1,5,20.00
2005,623,1,6,16.67
2005,513,1,6,16.67
2005,2413,1,7,14.29
2005,533,0,6,0.00
2005,412,0,5,0.00
2005,2432,0,2,0.00
2005,1722,0,1,0.00
2005,1812,0,1,0.00
2005,1732,0,1,0.00
2005,1731,0,1,0.00
2005,2411,0,3,0.00
2005,2423,0,3,0.00
2005,1611,0,2,0.00
2005,213,0,2,0.00
2005,1323,0,3,0.00
2005,1712,0,1,0.00
2005,1223,0,2,0.00
2005,1634,0,1,0.00
2005,2324,0,1,0.00
2005,1624,0,1,0.00
2005,2331,0,2,0.00
2005,1614,0,5,0.00
2005,1212,0,1,0.00
2005,1813,0,1,0.00
2005,1814,0,1,0.00
2005,214,0,1,0.00
2005,134,0,1,0.00
2005,113,0,1,0.00
2005,915,0,2,0.00
2005,1932,0,2,0.00
2005,1433,0,1,0.00
2005,221,0,1,0.00
2005,1824,0,3,0.00
2005,811,0,2,0.00
2005,732,0,1,0.00
2005,1424,0,1,0.00
2005,922,0,1,0.00
2005,2313,0,1,0.00
2005,112,0,1,0.00
2005,1933,0,1,0.00
2005,1911,0,2,0.00
2005,2123,0,2,0.00
2005,1622,0,1,0.00
2005,1711,0,2,0.00
2005,2521,0,2,0.00
2005,2424,0,1,0.00
2005,1621,0,1,0.00
2005,824,0,5,0.00
2005,622,0,1,0.00
2005,931,0,3,0.00
2005,1423,0,1,0.00
2005,925,0,1,0.00
2005,232,0,2,0.00
2005,1134,0,1,0.00
2005,312,0,2,0.00
2005,1233,0,2,0.00
2005,1034,0,1,0.00
2005,821,0,1,0.00
2005,1414,0,1,0.00
2005,224,0,2,0.00
2005,234,0,1,0.00
2005,913,0,1,0.00
2005,1623,0,1,0.00
2005,1031,0,4,0.00
2005,725,0,1,0.00
2005,1724,0,1,0.00
2006,1211,1,1,100.00
2006,831,1,1,100.00
2006,1431,2,2,100.00
2006,1724,2,2,100.00
2006,2113,1,1,100.00
2006,321,2,2,100.00
2006,2023,1,1,100.00
2006,2525,1,1,100.00
2006,1331,3,3,100.00
2006,122,1,1,100.00
2006,935,1,1,100.00
2006,2312,1,1,100.00
2006,1332,1,1,100.00
2006,1012,2,2,100.00
2006,1032,2,2,100.00
2006,1014,5,5,100.00
2006,1821,2,2,100.00
2006,1914,1,1,100.00
2006,932,2,2,100.00
2006,1114,1,1,100.00
2006,812,1,1,100.00
2006,1731,1,1,100.00
2006,2515,1,1,100.00
2006,722,1,1,100.00
2006,924,1,1,100.00
2006,2111,1,1,100.00
2006,1023,1,1,100.00
2006,431,1,1,100.00
2006,311,1,1,100.00
2006,2132,2,2,100.00
2006,312,1,1,100.00
2006,1623,1,1,100.00
2006,1634,1,1,100.00
2006,922,1,1,100.00
2006,224,1,1,100.00
2006,1412,1,1,100.00
2006,2313,1,1,100.00
2006,2432,2,2,100.00
2006,1823,3,3,100.00
2006,1513,1,1,100.00
2006,1533,5,5,100.00
2006,424,3,3,100.00
2006,2514,1,1,100.00
2006,1712,1,1,100.00
2006,1523,5,6,83.33
2006,522,4,5,80.00
2006,1532,4,5,80.00
2006,711,3,4,75.00
2006,111,3,4,75.00
2006,1223,3,4,75.00
2006,623,2,3,66.67
2006,432,4,6,66.67
2006,234,2,3,66.67
2006,915,6,9,66.67
2006,1013,2,3,66.67
2006,1112,2,3,66.67
2006,715,2,3,66.67
2006,1231,2,3,66.67
2006,331,2,3,66.67
2006,423,2,3,66.67
2006,2232,2,3,66.67
2006,613,4,6,66.67
2006,2532,2,3,66.67
2006,822,2,3,66.67
2006,2534,6,9,66.67
2006,524,7,11,63.64
2006,2422,10,16,62.50
2006,413,3,5,60.00
2006,332,3,5,60.00
2006,134,3,5,60.00
2006,1024,3,5,60.00
2006,1111,3,5,60.00
2006,1121,3,5,60.00
2006,2521,3,5,60.00
2006,614,3,5,60.00
2006,322,4,7,57.14
2006,624,4,7,57.14
2006,414,3,6,50.00
2006,631,2,4,50.00
2006,2212,1,2,50.00
2006,2531,3,6,50.00
2006,813,2,4,50.00
2006,823,3,6,50.00
2006,512,4,8,50.00
2006,913,2,4,50.00
2006,314,2,4,50.00
2006,1824,1,2,50.00
2006,2423,1,2,50.00
2006,2311,1,2,50.00
2006,1924,1,2,50.00
2006,1522,1,2,50.00
2006,1913,1,2,50.00
2006,712,2,4,50.00
2006,223,1,2,50.00
2006,1124,2,4,50.00
2006,1115,1,2,50.00
2006,434,1,2,50.00
2006,622,1,2,50.00
2006,2213,2,4,50.00
2006,233,3,6,50.00
2006,934,2,4,50.00
2006,2131,1,2,50.00
2006,211,1,2,50.00
2006,1122,3,6,50.00
2006,725,1,2,50.00
2006,1131,2,4,50.00
2006,1113,2,4,50.00
2006,2223,2,4,50.00
2006,931,1,2,50.00
2006,723,1,2,50.00
2006,1021,5,10,50.00
2006,323,3,6,50.00
2006,2533,1,2,50.00
2006,914,1,2,50.00
2006,1411,2,4,50.00
2006,411,2,4,50.00
2006,933,1,2,50.00
2006,412,2,4,50.00
2006,734,1,2,50.00
2006,911,1,2,50.00
2006,1333,1,2,50.00
2006,533,5,11,45.45
2006,422,4,9,44.44
2006,2513,4,9,44.44
2006,531,3,7,42.86
2006,833,3,7,42.86
2006,923,2,5,40.00
2006,1512,2,5,40.00
2006,532,1,3,33.33
2006,621,1,3,33.33
2006,2211,2,6,33.33
2006,1031,1,3,33.33
2006,1923,1,3,33.33
2006,814,1,3,33.33
2006,2535,1,3,33.33
2006,1022,2,6,33.33
2006,1832,1,3,33.33
2006,213,1,3,33.33
2006,733,1,3,33.33
2006,1614,1,3,33.33
2006,324,3,9,33.33
2006,1132,1,3,33.33
2006,1422,1,3,33.33
2006,735,2,6,33.33
2006,2523,1,3,33.33
2006,825,1,3,33.33
2006,1831,2,7,28.57
2006,2424,2,7,28.57
2006,2411,1,4,25.00
2006,511,2,8,25.00
2006,1511,2,8,25.00
2006,2221,1,4,25.00
2006,1212,1,4,25.00
2006,2332,1,4,25.00
2006,612,1,4,25.00
2006,824,1,4,25.00
2006,1123,1,4,25.00
2006,835,2,9,22.22
2006,2222,1,5,20.00
2006,1531,1,5,20.00
2006,832,1,5,20.00
2006,912,1,5,20.00
2006,2413,1,6,16.67
2006,726,1,7,14.29
2006,834,1,11,9.09
2006,811,0,3,0.00
2006,513,0,2,0.00
2006,523,0,4,0.00
2006,2123,0,2,0.00
2006,1125,0,1,0.00
2006,1323,0,4,0.00
2006,1613,0,1,0.00
2006,2022,0,2,0.00
2006,714,0,2,0.00
2006,2433,0,2,0.00
2006,2331,0,2,0.00
2006,724,0,3,0.00
2006,2013,0,3,0.00
2006,1933,0,1,0.00
2006,732,0,4,0.00
2006,1932,0,2,0.00
2006,2234,0,2,0.00
2006,1931,0,2,0.00
2006,633,0,2,0.00
2006,2511,0,1,0.00
2006,212,0,1,0.00
2006,1213,0,4,0.00
2006,611,0,2,0.00
2006,2012,0,1,0.00
2006,1912,0,1,0.00
2006,222,0,2,0.00
2006,1622,0,1,0.00
2006,1813,0,1,0.00
2006,2031,0,1,0.00
2006,214,0,1,0.00
2006,2122,0,1,0.00
2006,131,0,2,0.00
2006,2011,0,1,0.00
2006,1711,0,1,0.00
2006,2412,0,1,0.00
2006,1631,0,1,0.00
2006,1812,0,1,0.00
2006,1611,0,2,0.00
2006,2323,0,1,0.00
2006,1733,0,1,0.00
2006,421,0,3,0.00
2006,1011,0,2,0.00
2006,1324,0,3,0.00
2006,1432,0,2,0.00
2006,713,0,1,0.00
2006,313,0,2,0.00
2006,925,0,1,0.00
2006,1423,0,2,0.00
2006,1135,0,1,0.00
2006,1232,0,1,0.00
2006,632,0,5,0.00
2006,2512,0,3,0.00
2006,1133,0,1,0.00
2006,815,0,1,0.00
2006,2524,0,1,0.00
2006,1224,0,1,0.00
2006,1134,0,1,0.00
2006,1222,0,1,0.00
2006,1421,0,2,0.00
2007,824,3,3,100.00
2007,1623,2,2,100.00
2007,2412,4,4,100.00
2007,931,2,2,100.00
2007,932,1,1,100.00
2007,2223,1,1,100.00
2007,134,3,3,100.00
2007,234,3,3,100.00
2007,1131,2,2,100.00
2007,1723,2,2,100.00
2007,1333,2,2,100.00
2007,333,3,3,100.00
2007,2515,2,2,100.00
2007,2524,1,1,100.00
2007,1724,1,1,100.00
2007,2523,1,1,100.00
2007,212,2,2,100.00
2007,1413,1,1,100.00
2007,1421,1,1,100.00
2007,1212,1,1,100.00
2007,1713,1,1,100.00
2007,1023,1,1,100.00
2007,1124,1,1,100.00
2007,224,2,2,100.00
2007,634,1,1,100.00
2007,735,2,2,100.00
2007,1911,1,1,100.00
2007,1611,1,1,100.00
2007,1423,2,2,100.00
2007,2324,2,2,100.00
2007,821,1,1,100.00
2007,722,1,1,100.00
2007,2432,1,1,100.00
2007,622,1,1,100.00
2007,1123,1,1,100.00
2007,2533,2,2,100.00
2007,2312,1,1,100.00
2007,1311,2,2,100.00
2007,623,1,1,100.00
2007,1324,1,1,100.00
2007,714,1,1,100.00
2007,214,1,1,100.00
2007,2013,1,1,100.00
2007,1013,1,1,100.00
2007,921,1,1,100.00
2007,1523,1,1,100.00
2007,2012,1,1,100.00
2007,1834,1,1,100.00
2007,222,4,4,100.00
2007,2333,1,1,100.00
2007,532,7,8,87.50
2007,2413,3,4,75.00
2007,934,3,4,75.00
2007,713,3,4,75.00
2007,832,5,7,71.43
2007,825,2,3,66.67
2007,726,2,3,66.67
2007,311,2,3,66.67
2007,431,2,3,66.67
2007,2525,2,3,66.67
2007,411,2,3,66.67
2007,1631,2,3,66.67
2007,2513,4,6,66.67
2007,2521,2,3,66.67
2007,725,2,3,66.67
2007,1022,2,3,66.67
2007,1524,4,6,66.67
2007,531,2,3,66.67
2007,1913,2,3,66.67
2007,1121,2,3,66.67
2007,915,5,8,62.50
2007,2331,6,10,60.00
2007,712,3,5,60.00
2007,1532,3,5,60.00
2007,2232,4,7,57.14
2007,624,8,14,57.14
2007,2422,8,14,57.14
2007,1112,4,7,57.14
2007,511,5,9,55.56
2007,1111,6,11,54.55
2007,1712,1,2,50.00
2007,621,1,2,50.00
2007,2535,1,2,50.00
2007,213,1,2,50.00
2007,422,1,2,50.00
2007,1432,1,2,50.00
2007,2113,1,2,50.00
2007,1821,1,2,50.00
2007,2532,3,6,50.00
2007,2411,2,4,50.00
2007,1232,1,2,50.00
2007,914,1,2,50.00
2007,723,2,4,50.00
2007,423,2,4,50.00
2007,2511,1,2,50.00
2007,322,5,10,50.00
2007,2433,1,2,50.00
2007,711,3,6,50.00
2007,923,3,6,50.00
2007,1823,1,2,50.00
2007,1021,1,2,50.00
2007,2424,1,2,50.00
2007,421,1,2,50.00
2007,1014,1,2,50.00
2007,822,1,2,50.00
2007,1125,2,4,50.00
2007,831,2,4,50.00
2007,1122,1,2,50.00
2007,813,1,2,50.00
2007,1032,2,4,50.00
2007,232,1,2,50.00
2007,1331,1,2,50.00
2007,1113,1,2,50.00
2007,715,1,2,50.00
2007,734,1,2,50.00
2007,331,2,4,50.00
2007,433,1,2,50.00
2007,1522,2,4,50.00
2007,323,1,2,50.00
2007,211,1,2,50.00
2007,1531,3,7,42.86
2007,424,2,5,40.00
2007,2534,2,5,40.00
2007,414,3,8,37.50
2007,523,3,8,37.50
2007,2234,1,3,33.33
2007,1132,1,3,33.33
2007,632,1,3,33.33
2007,614,1,3,33.33
2007,613,2,6,33.33
2007,2512,2,6,33.33
2007,815,1,3,33.33
2007,2531,1,3,33.33
2007,2123,1,3,33.33
2007,1011,1,3,33.33
2007,1031,2,6,33.33
2007,1115,2,6,33.33
2007,1033,1,3,33.33
2007,233,1,3,33.33
2007,313,1,3,33.33
2007,733,2,6,33.33
2007,324,2,6,33.33
2007,823,1,3,33.33
2007,533,3,10,30.00
2007,522,2,7,28.57
2007,631,2,7,28.57
2007,612,2,8,25.00
2007,2323,1,4,25.00
2007,833,1,4,25.00
2007,835,1,4,25.00
2007,412,1,4,25.00
2007,1222,1,4,25.00
2007,413,1,4,25.00
2007,2222,1,4,25.00
2007,732,1,5,20.00
2007,1513,1,5,20.00
2007,1614,1,5,20.00
2007,633,1,5,20.00
2007,524,1,6,16.67
2007,611,1,6,16.67
2007,1133,1,6,16.67
2007,834,1,6,16.67
2007,1613,1,6,16.67
2007,1831,1,6,16.67
2007,1832,1,6,16.67
2007,814,0,3,0.00
2007,225,0,1,0.00
2007,512,0,3,0.00
2007,1533,0,1,0.00
2007,2332,0,3,0.00
2007,2213,0,2,0.00
2007,1323,0,1,0.00
2007,2022,0,2,0.00
2007,724,0,3,0.00
2007,1511,0,5,0.00
2007,2211,0,3,0.00
2007,1923,0,3,0.00
2007,1824,0,2,0.00
2007,2011,0,1,0.00
2007,1924,0,2,0.00
2007,1433,0,1,0.00
2007,334,0,1,0.00
2007,1332,0,1,0.00
2007,1422,0,2,0.00
2007,1731,0,1,0.00
2007,1223,0,2,0.00
2007,111,0,2,0.00
2007,1512,0,3,0.00
2007,1231,0,1,0.00
2007,1932,0,3,0.00
2007,1711,0,2,0.00
2007,1434,0,1,0.00
2007,812,0,1,0.00
2007,2122,0,1,0.00
2007,2423,0,1,0.00
2007,2124,0,2,0.00
2007,321,0,1,0.00
2007,1424,0,1,0.00
2007,1012,0,1,0.00
2007,2212,0,1,0.00
2007,1233,0,2,0.00
2007,131,0,1,0.00
2007,811,0,1,0.00
2007,924,0,1,0.00
2007,1722,0,1,0.00
2007,1931,0,1,0.00
2007,2131,0,1,0.00
2007,1922,0,1,0.00
2007,1632,0,1,0.00
2007,922,0,2,0.00
2007,432,0,2,0.00
2007,1224,0,1,0.00
2007,1732,0,1,0.00
2007,913,0,3,0.00
2007,1313,0,1,0.00
2007,1024,0,5,0.00
2007,933,0,4,0.00
2007,2313,0,2,0.00
2007,925,0,1,0.00
2007,2522,0,1,0.00
2007,1322,0,2,0.00
2007,912,0,2,0.00
2007,911,0,1,0.00
2007,2221,0,2,0.00
2007,731,0,2,0.00
2007,513,0,4,0.00
2007,1634,0,1,0.00
2007,2233,0,1,0.00
2007,434,0,1,0.00
2007,314,0,1,0.00
2007,1211,0,1,0.00
2007,1034,0,2,0.00
2007,1135,0,1,0.00
2007,312,0,1,0.00
2008,731,4,4,100.00
2008,1533,3,3,100.00
2008,2524,6,6,100.00
2008,923,1,1,100.00
2008,1324,2,2,100.00
2008,1623,1,1,100.00
2008,2023,1,1,100.00
2008,931,3,3,100.00
2008,1232,1,1,100.00
2008,1133,4,4,100.00
2008,934,1,1,100.00
2008,715,3,3,100.00
2008,1221,2,2,100.00
2008,434,2,2,100.00
2008,922,1,1,100.00
2008,2113,1,1,100.00
2008,1434,1,1,100.00
2008,314,2,2,100.00
2008,1414,1,1,100.00
2008,1914,1,1,100.00
2008,714,4,4,100.00
2008,2525,1,1,100.00
2008,1231,2,2,100.00
2008,1114,1,1,100.00
2008,2423,3,3,100.00
2008,1733,1,1,100.00
2008,231,1,1,100.00
2008,634,1,1,100.00
2008,1021,2,2,100.00
2008,1024,1,1,100.00
2008,1912,1,1,100.00
2008,223,1,1,100.00
2008,1531,4,4,100.00
2008,724,3,3,100.00
2008,1523,4,4,100.00
2008,532,5,6,83.33
2008,823,4,5,80.00
2008,1532,4,5,80.00
2008,1223,4,5,80.00
2008,432,3,4,75.00
2008,214,3,4,75.00
2008,1211,3,4,75.00
2008,331,3,4,75.00
2008,1422,2,3,66.67
2008,431,2,3,66.67
2008,712,2,3,66.67
2008,1032,2,3,66.67
2008,1014,2,3,66.67
2008,622,2,3,66.67
2008,1511,6,9,66.67
2008,1033,2,3,66.67
2008,321,2,3,66.67
2008,624,7,11,63.64
2008,423,7,11,63.64
2008,412,3,5,60.00
2008,1524,3,5,60.00
2008,1513,3,5,60.00
2008,912,3,5,60.00
2008,312,3,5,60.00
2008,914,3,5,60.00
2008,2534,3,5,60.00
2008,1122,4,7,57.14
2008,324,4,7,57.14
2008,421,7,13,53.85
2008,1111,2,4,50.00
2008,835,3,6,50.00
2008,824,3,6,50.00
2008,523,2,4,50.00
2008,522,4,8,50.00
2008,414,1,2,50.00
2008,411,2,4,50.00
2008,2515,1,2,50.00
2008,1634,1,2,50.00
2008,1012,1,2,50.00
2008,1821,1,2,50.00
2008,734,2,4,50.00
2008,1123,1,2,50.00
2008,2424,3,6,50.00
2008,1121,3,6,50.00
2008,1931,1,2,50.00
2008,1913,1,2,50.00
2008,132,2,4,50.00
2008,233,3,6,50.00
2008,1224,1,2,50.00
2008,334,2,4,50.00
2008,1124,1,2,50.00
2008,224,2,4,50.00
2008,1423,1,2,50.00
2008,531,1,2,50.00
2008,633,1,2,50.00
2008,2535,1,2,50.00
2008,332,2,4,50.00
2008,2522,1,2,50.00
2008,2124,1,2,50.00
2008,311,1,2,50.00
2008,1724,1,2,50.00
2008,735,1,2,50.00
2008,612,4,9,44.44
2008,2513,4,9,44.44
2008,623,3,7,42.86
2008,323,3,7,42.86
2008,2233,3,7,42.86
2008,1112,3,7,42.86
2008,1132,3,7,42.86
2008,725,3,7,42.86
2008,915,2,5,40.00
2008,814,2,5,40.00
2008,2433,3,8,37.50
2008,711,3,8,37.50
2008,2523,1,3,33.33
2008,2533,1,3,33.33
2008,2222,1,3,33.33
2008,524,1,3,33.33
2008,1023,2,6,33.33
2008,2531,2,6,33.33
2008,1823,2,6,33.33
2008,722,2,6,33.33
2008,825,2,6,33.33
2008,222,1,3,33.33
2008,723,1,3,33.33
2008,813,1,3,33.33
2008,821,1,3,33.33
2008,2511,1,3,33.33
2008,1125,1,3,33.33
2008,831,1,3,33.33
2008,1011,1,3,33.33
2008,234,1,3,33.33
2008,1031,2,7,28.57
2008,613,2,7,28.57
2008,611,2,7,28.57
2008,413,1,4,25.00
2008,1323,1,4,25.00
2008,2512,1,4,25.00
2008,2422,1,4,25.00
2008,1611,1,4,25.00
2008,733,1,4,25.00
2008,1013,2,8,25.00
2008,1512,1,4,25.00
2008,211,1,4,25.00
2008,632,1,4,25.00
2008,1034,1,4,25.00
2008,2232,1,4,25.00
2008,621,1,4,25.00
2008,834,3,13,23.08
2008,513,1,5,20.00
2008,2213,1,5,20.00
2008,2211,1,5,20.00
2008,422,1,6,16.67
2008,1115,1,6,16.67
2008,511,2,13,15.38
2008,322,1,9,11.11
2008,832,0,3,0.00
2008,2234,0,8,0.00
2008,833,0,3,0.00
2008,512,0,10,0.00
2008,1622,0,1,0.00
2008,533,0,7,0.00
2008,2223,0,3,0.00
2008,1222,0,3,0.00
2008,212,0,2,0.00
2008,2011,0,1,0.00
2008,1621,0,1,0.00
2008,2123,0,1,0.00
2008,812,0,6,0.00
2008,1134,0,1,0.00
2008,2412,0,2,0.00
2008,1613,0,3,0.00
2008,1932,0,7,0.00
2008,1923,0,3,0.00
2008,2212,0,2,0.00
2008,1212,0,1,0.00
2008,1712,0,2,0.00
2008,1924,0,2,0.00
2008,1732,0,1,0.00
2008,111,0,2,0.00
2008,732,0,2,0.00
2008,924,0,3,0.00
2008,2032,0,1,0.00
2008,433,0,2,0.00
2008,1722,0,1,0.00
2008,925,0,1,0.00
2008,2331,0,1,0.00
2008,1522,0,6,0.00
2008,1631,0,4,0.00
2008,1824,0,2,0.00
2008,2432,0,1,0.00
2008,1612,0,1,0.00
2008,2221,0,1,0.00
2008,1331,0,1,0.00
2008,2411,0,3,0.00
2008,2333,0,1,0.00
2008,131,0,1,0.00
2008,1822,0,1,0.00
2008,1933,0,1,0.00
2008,2332,0,2,0.00
2008,1811,0,1,0.00
2008,2322,0,2,0.00
2008,1412,0,2,0.00
2008,726,0,1,0.00
2008,822,0,2,0.00
2008,911,0,3,0.00
2008,1713,0,1,0.00
2008,1022,0,2,0.00
2008,1113,0,1,0.00
2008,1131,0,3,0.00
2008,933,0,2,0.00
2008,1411,0,3,0.00
2008,313,0,2,0.00
2008,1911,0,1,0.00
2008,424,0,1,0.00
2008,2521,0,2,0.00
2008,2132,0,1,0.00
2008,815,0,1,0.00
2008,1424,0,1,0.00
2008,913,0,2,0.00
2008,1832,0,1,0.00
2008,713,0,2,0.00
2008,2532,0,2,0.00
2008,1723,0,1,0.00
2008,1213,0,1,0.00
2008,631,0,2,0.00
2008,1322,0,1,0.00
2008,935,0,1,0.00
2008,2024,0,1,0.00
2009,1421,2,2,100.00
2009,223,4,4,100.00
2009,1912,1,1,100.00
2009,2122,1,1,100.00
2009,735,2,2,100.00
2009,732,1,1,100.00
2009,313,1,1,100.00
2009,511,3,3,100.00
2009,2524,1,1,100.00
2009,1022,1,1,100.00
2009,1032,2,2,100.00
2009,132,2,2,100.00
2009,1024,3,3,100.00
2009,311,1,1,100.00
2009,2023,1,1,100.00
2009,612,1,1,100.00
2009,225,1,1,100.00
2009,1914,1,1,100.00
2009,1621,1,1,100.00
2009,234,1,1,100.00
2009,1723,3,3,100.00
2009,933,1,1,100.00
2009,1311,2,2,100.00
2009,134,1,1,100.00
2009,1811,1,1,100.00
2009,932,1,1,100.00
2009,2525,1,1,100.00
2009,1632,1,1,100.00
2009,2422,14,14,100.00
2009,2433,1,1,100.00
2009,2311,1,1,100.00
2009,232,1,1,100.00
2009,1412,1,1,100.00
2009,321,4,5,80.00
2009,632,4,5,80.00
2009,1021,4,5,80.00
2009,1523,4,5,80.00
2009,434,3,4,75.00
2009,1231,3,4,75.00
2009,824,3,4,75.00
2009,522,3,4,75.00
2009,314,3,4,75.00
2009,1123,3,4,75.00
2009,1524,3,4,75.00
2009,2533,4,6,66.67
2009,1713,2,3,66.67
2009,1131,2,3,66.67
2009,2532,2,3,66.67
2009,1134,2,3,66.67
2009,821,2,3,66.67
2009,1533,2,3,66.67
2009,915,2,3,66.67
2009,715,2,3,66.67
2009,2534,2,3,66.67
2009,1422,2,3,66.67
2009,423,7,11,63.64
2009,421,5,8,62.50
2009,1112,5,8,62.50
2009,1133,5,8,62.50
2009,832,3,5,60.00
2009,1124,3,5,60.00
2009,422,3,5,60.00
2009,431,3,5,60.00
2009,1013,3,5,60.00
2009,432,3,5,60.00
2009,523,4,7,57.14
2009,631,4,7,57.14
2009,1423,4,7,57.14
2009,413,4,7,57.14
2009,513,2,4,50.00
2009,934,2,4,50.00
2009,714,1,2,50.00
2009,726,1,2,50.00
2009,624,1,2,50.00
2009,1222,2,4,50.00
2009,1125,1,2,50.00
2009,825,1,2,50.00
2009,633,2,4,50.00
2009,734,1,2,50.00
2009,1531,1,2,50.00
2009,1212,1,2,50.00
2009,1023,1,2,50.00
2009,725,2,4,50.00
2009,724,1,2,50.00
2009,424,3,6,50.00
2009,412,1,2,50.00
2009,1121,2,4,50.00
2009,1113,1,2,50.00
2009,2513,6,12,50.00
2009,1324,1,2,50.00
2009,1631,1,2,50.00
2009,1513,2,4,50.00
2009,2522,1,2,50.00
2009,2511,1,2,50.00
2009,1012,3,6,50.00
2009,1223,1,2,50.00
2009,2011,1,2,50.00
2009,813,1,2,50.00
2009,921,1,2,50.00
2009,2431,1,2,50.00
2009,331,1,2,50.00
2009,1132,3,7,42.86
2009,621,2,5,40.00
2009,1111,4,10,40.00
2009,533,2,5,40.00
2009,1031,2,5,40.00
2009,733,2,5,40.00
2009,2531,2,5,40.00
2009,222,2,5,40.00
2009,1712,2,5,40.00
2009,911,2,5,40.00
2009,712,2,5,40.00
2009,1522,1,3,33.33
2009,2233,1,3,33.33
2009,1014,1,3,33.33
2009,1532,2,6,33.33
2009,233,1,3,33.33
2009,614,1,3,33.33
2009,912,1,3,33.33
2009,512,1,3,33.33
2009,211,1,3,33.33
2009,835,1,3,33.33
2009,332,1,3,33.33
2009,2123,1,3,33.33
